1.438848920863322611e-03,5.755395683453290445e-03,2.631578947368418131e-02,4.065040650406470668e-03,1.492537313432840129e-02,9.174311926605449585e-03,0.000000000000000000e+00,2.419354838709677491e-01,9.136690647482014205e-01,9.007194244604316280e-01,4.821428571428570953e-01,5.982008995502248183e-01,8.877697841726618355e-01,2.888888888888888618e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.892086330935252025e-01,1.818181818181817677e-01,1.582733812949643770e-02,1.438848920863322611e-03,1.990369181380416963e-01,8.368200836820105515e-03,1.438848920863322611e-03,1.438848920863322611e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.776978417266186661e-01,1.438848920863322611e-03,1.438848920863322611e-03,2.877697841726645223e-03,6.877579092159580298e-03,2.824858757062176373e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.736842105263158187e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.176943699731908932e-02,9.563492063492063933e-01,1.488095238095232808e-03,2.998500749625154782e-03,8.437067773167358231e-01,6.888888888888888840e-01,6.849315068493178060e-03,0.000000000000000000e+00,2.278820375335122161e-02,0.000000000000000000e+00,9.383378016085797135e-03,8.123324396782841683e-01,9.887640449438201973e-01,4.211994421199442007e-01,5.361930294906169792e-03,4.021447721179627344e-03,1.256830601092896460e-01,1.072386058981232848e-01,2.949061662198393385e-02,2.949061662198393385e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.530831099195710143e-01,9.383378016085797135e-03,6.289222373806275801e-01,1.340482573726542448e-03,9.302949061662197927e-01,0.000000000000000000e+00,1.773049645390045725e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.842105263157894912e-01,9.736842105263158187e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.736842105263158187e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.052631578947368363e-01,9.736842105263158187e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.052631578947368363e-01,1.052631578947368363e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.578947368421053099e-01,4.736842105263158187e-01,0.000000000000000000e+00,9.736842105263158187e-01,2.105263157894736725e-01,5.526315789473683626e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.032520325203257539e-02,4.065040650406470668e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.109589041095895734e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.195121951219511924e-01,9.837398373983740063e-01,8.130081300813052358e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.065040650406470668e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.463414634146341653e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.492537313432840129e-02,2.051282051282051766e-01,1.612903225806450180e-02,1.492537313432840129e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.955223880597018571e-02,1.194029850746268773e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.492537313432840129e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.633027522935779796e-01,0.000000000000000000e+00,3.119266055045871733e-01,2.564102564102566095e-02,0.000000000000000000e+00,1.834862385321101019e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.880733944954128267e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.587155963302746997e-02,9.724770642201834292e-01,0.000000000000000000e+00,9.174311926605449585e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.174311926605449585e-03,9.174311926605449585e-03,0.000000000000000000e+00,1.743119266055045413e-01,0.000000000000000000e+00,9.174311926605449585e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.025641025641025328e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.128205128205132191e-02,0.000000000000000000e+00,1.282051282051281937e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.743589743589743390e-01,0.000000000000000000e+00,2.564102564102566095e-02,9.743589743589743390e-01,1.000000000000000000e+00,1.538461538461538547e-01,0.000000000000000000e+00,2.564102564102566095e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.564102564102566095e-02,0.000000000000000000e+00,2.564102564102566095e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.612903225806450180e-02,0.000000000000000000e+00,1.612903225806450180e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.516129032258064946e-01,1.612903225806450180e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.838709677419350541e-02,0.000000000000000000e+00,1.935483870967742437e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.381294964028776828e-01,9.477211796246648445e-01,1.052631578947368363e-01,2.845528455284551672e-02,0.000000000000000000e+00,1.834862385321101019e-02,2.564102564102566095e-02,1.612903225806450180e-02,0.000000000000000000e+00,2.260638297872341607e-02,1.488095238095232808e-03,4.497751124437732173e-03,9.557399723374827571e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.219512195121952303e-02,9.587765957446808818e-01,2.114164904862603223e-03,1.712779973649536380e-02,5.340453938584732718e-03,1.284109149277690154e-02,6.973500697350032418e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.978723404255316787e-03,1.319261213720313020e-02,1.364256480218317691e-03,9.905660377358490587e-01,6.877579092159580298e-03,1.977401129943501257e-02,0.000000000000000000e+00
1.582733812949643770e-02,1.045576407506701999e-01,5.263157894736847364e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.457446808510633574e-02,1.455026455026453558e-02,7.440476190476164042e-03,1.799100449775115074e-02,9.474412171507606839e-01,6.666666666666665186e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.108808290155440357e-02,0.000000000000000000e+00,1.238471673254282202e-01,2.269692923898536385e-02,9.775280898876403946e-01,5.578800557880070343e-03,5.291005291005346223e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.603174603174603474e-01,9.616402116402116285e-01,6.534788540245566324e-01,1.768867924528305657e-02,9.752407152682255331e-01,4.887005649717514055e-01,1.773049645390045725e-03
